OBJECTID,GEOID,ACCESS_,Shape__Area,Shape__Length
9270,421010031003002,Low Access,68788.080871582,1206.13805671584
9271,421010032004009,Low Access,63898.1009521484,1200.3306760374
9272,421010030013006,Low Access,70597.588684082,1216.32786727513
9273,421010039014010,Low Access,71752.8371582031,1209.92571821156
9274,421010039011011,Low Access,77436.9733276367,1252.09668378363
9275,421019809001032,High Access,57186.8021850586,2282.97936663526
9276,421010039021010,Low Access,58704.5181274414,1175.50601729925
9277,421010032005004,No Access,64057.8115234375,1182.25318158303
9278,421010039024007,High Access,69571.6726074219,1232.91616392333
9279,421010039013011,Low Access,72294.0814208984,1233.84269395943
9280,421010030024005,Moderate Access,67904.0472412109,1207.32731806154
9281,421010030022000,Moderate Access,61989.9663696289,1172.23034704734
9282,421010030015000,Low Access,71740.9536743164,1219.85757617512
9283,421010030024003,Moderate Access,56950.5156860352,1157.37413467537
9284,421010030023002,Moderate Access,72358.1779785156,1218.18475839318
9285,421010031001000,Moderate Access,54824.7719116211,978.950116851134
9286,421010030023001,Moderate Access,59432.3214111328,1163.00349256786
9287,421010037011000,Low Access,70989.8028564453,1212.76110228137
9288,421010030015003,Low Access,71569.3669433594,1216.86088907487
9289,421010037021004,Low Access,71332.7582397461,1223.76910199873
9290,421010037012003,Low Access,72137.9373168945,1223.80369300657
9291,421010030014005,Low Access,59370.3592529297,1154.82003841554
9292,421010030014003,Low Access,69849.0815429688,1202.66893494265
9293,421010039014004,Low Access,70755.8583374023,1215.42945154382
9294,421010037012007,No Access,72508.0697631836,1224.53402421148
9295,421010038004006,High Access,66835.5055541992,1209.55714943613
9296,421010038004003,Moderate Access,67837.7636108398,1216.91877971
9297,421010038001005,High Access,102253.039611816,1359.55130327522
9298,421010030024006,Moderate Access,60931.2250976563,1174.0104709878
9299,421010036003033,High Access,139365.113464355,2900.40853410825
9300,421010022002001,High Access,131668.779907227,1617.38118965008
9301,421010022002004,High Access,130741.563781738,1476.48515132386
9302,421010022002000,High Access,135088.276550293,1618.92652046614
9303,421010023001009,High Access,81823.595703125,1234.80989458734
9304,421010023002013,High Access,10464.8885498047,1177.25671553569
9305,421010023002009,High Access,92962.0406494141,1312.61649920777
9306,421010023002012,High Access,10546.2145385742,1175.78422997809
9307,421010023002011,High Access,214775.325744629,2014.30807251921
9308,421010040024005,Moderate Access,8256.72442626953,955.414590348079
9309,421010025001009,High Access,22300.9776611328,712.307926862437
9310,421010025001011,High Access,34162.1680908203,773.142599224611
9311,421010027024002,Moderate Access,66963.3720703125,1195.69278421176
9312,421010027023003,High Access,121881.01361084,1574.1481927188
9313,421010029001011,Low Access,7724.01062011719,937.306821974445
9314,421010041014014,Moderate Access,73923.9678344727,1219.85763493485
9315,421010040024009,Low Access,68382.2009277344,1218.09151678648
9316,421010040021003,Low Access,71306.1170043945,1212.72782139263
9317,421010040023000,Low Access,66584.905456543,1185.28112944488
9318,421010027024007,Low Access,33318.0279541016,773.441018616535
9319,421010042014002,High Access,92905.8218383789,1320.7289918018
9320,421010027022008,High Access,92923.0396118164,1563.96029533329
9321,421010041012011,Low Access,62013.8743286133,1132.48974743964
9322,421010041012012,Low Access,11398.3491210938,523.682527130195
9323,421010041012004,Low Access,31211.514465332,912.110071231482
9324,421010042012014,High Access,79295.9174194336,1420.70793445911
9325,421010042024005,High Access,76607.4810791016,1252.81271223466
9326,421010042024007,High Access,75394.9658813477,1365.49296291917
9327,421010040014010,Moderate Access,7167.90264892578,884.799545793407
9328,421010025004010,High Access,194560.23449707,1772.59864742591
9329,421010042012008,High Access,65528.1140136719,1134.75220965616
9330,421010042012000,High Access,91674.6712036133,1317.0955011442
9331,421010042013005,High Access,71230.9298706055,1222.03235529149
9332,421010040014006,Moderate Access,90238.6843261719,1298.64521432778
9333,421010029001017,High Access,49196.5714111328,939.603748762491
9334,421010029001019,Low Access,43542.6932983398,883.259994766385
9335,421010028022008,High Access,66810.6231079102,1264.04495879073
9336,421010040013002,Moderate Access,264739.036621094,2068.21508166569
9337,421010040013007,Moderate Access,78295.6143188477,1260.8869710228
9338,421010040014003,Low Access,90521.0239257813,1283.38543878189
9339,421010029003006,High Access,70379.5776977539,1218.40490493972
9340,421010023002008,High Access,113615.86706543,1419.02291728017
9341,421010029003014,High Access,74271.711730957,1229.45217023183
9342,421010029002000,High Access,73513.0814208984,1227.19563427141
9343,421010029003023,High Access,84666.3695678711,1277.77822100464
9344,421010029003025,High Access,69951.3983764648,1300.58688947606
9345,421010028025005,High Access,134206.928527832,1506.55484133113
9346,421010041013006,Moderate Access,69258.8598632813,1204.68764409622
9347,421010040021009,Low Access,49086.5532226563,1144.24333787477
9348,421010041013001,Moderate Access,78014.5551757813,1235.18971526435
9349,421010041013007,Moderate Access,70063.7836303711,1208.81670167017
9350,421010041013000,Moderate Access,72723.0334472656,1213.81592850583
9351,421010028022000,High Access,342333.550598145,2416.68942147675
9352,421010040011010,Moderate Access,72883.3647460938,1219.65827300411
9353,421010040013010,Moderate Access,74678.1823730469,1243.06801966128
9354,421010028023003,High Access,70218.1761474609,1206.64888298724
9355,421010028023008,High Access,60845.3634643555,1174.19673716357
9356,421010028021003,High Access,72142.3070068359,1218.73703759749
9357,421010028021004,High Access,69849.8134765625,1211.67061435582
9358,421010040011000,High Access,71596.8115234375,1215.93899272365
9359,421010040023003,Low Access,56510.7825317383,1143.79914690032
9360,421010040024014,Low Access,71489.1945800781,1221.86985707424
9361,421010040022005,Low Access,69485.8692016602,1237.43844558815
9362,421010030011000,Moderate Access,84209.3826293945,1272.08133656242
9363,421010029002008,High Access,72393.6305541992,1222.05714659454
9364,421010040014011,Low Access,70762.9533081055,1210.48212072379
9365,421010040014002,Low Access,69501.0193481445,1198.44121079742
9366,421010040013001,Moderate Access,96387.4409790039,1333.50625363192
9367,421010029003015,High Access,71547.8131713867,1214.52363714786
9368,421010023002014,High Access,62067.1380004883,1194.37790771877
9369,421010029003019,High Access,64577.9064941406,1182.54115041695
9370,421010029003020,High Access,61838.5111694336,1199.73670768433
9371,421010030021006,Moderate Access,100048.640075684,1348.1359264247
9372,421010030011002,Low Access,68321.2075805664,1202.91213188378
9373,421010024002016,High Access,9110.74127197266,480.121681923477
9374,421010028025001,High Access,74176.1976318359,1461.35814194237
9375,421010024002006,High Access,48164.4965209961,983.351515449312
9376,421010024002008,High Access,52040.6283569336,1112.29108715028
9377,421010028025003,High Access,59436.9555664063,1172.46636115928
9378,421010028013009,High Access,117121.738525391,1451.08500480815
9379,421010024002011,High Access,63301.9010009766,1183.9486804513
9380,421010028013011,High Access,58357.2363891602,1152.43525089174
9381,421010027011009,High Access,73681.2028808594,1218.08115080266
9382,421010029001010,Low Access,8398.84490966797,944.253550123039
9383,421010041014000,Low Access,69784.9879760742,1194.29434337082
9384,421010028012006,Low Access,71788.7019042969,1213.6919258193
9385,421010027013011,Low Access,65885.3320922852,1192.05392863411
9386,421010027012009,Low Access,59554.130065918,1182.07074162944
9387,421010025004011,High Access,42023.643737793,826.476281597651
9388,421010027011006,High Access,54817.0673828125,985.12482041066
9389,421010025003007,High Access,60796.4456787109,1167.36368587222
9390,421010025001010,High Access,24709.5023803711,715.551398036115
9391,421010027021009,High Access,101407.889770508,1613.98627974114
9392,421010027023006,High Access,70772.3229980469,1390.28777336888
9393,421010027024004,High Access,88097.5883178711,1440.53710388285
9394,421010042014011,High Access,63742.4398193359,1166.59350937082
9395,421010041011013,Low Access,74364.8967285156,1227.30211049045
9396,421010041021016,High Access,69891.9563598633,1226.1058635051
9397,421010028025006,High Access,52315.796875,960.275075652056
9398,421010028025009,High Access,67102.5905761719,1182.59811119957
9399,421010024002003,High Access,42252.3809204102,844.994086734419
9400,421010028013000,High Access,70486.8100585938,1206.14867854654
9401,421010028011003,High Access,55525.8586425781,1153.99796517123
9402,421010028011005,High Access,45637.0115356445,897.686632948993
9403,421010028011010,High Access,36207.1168823242,837.238646486917
9404,421010028012004,Low Access,81183.0412597656,1247.03886633504
9405,421010028012000,Low Access,71140.3217773438,1206.81648574932
9406,421010028012008,Low Access,60588.2536621094,1150.2500671792
9407,421010041014015,Moderate Access,57944.3740844727,1151.18313666132
9408,421010041011001,Low Access,71443.479675293,1214.07100216633
9409,421010027013000,High Access,73370.6969604492,1232.90522091195
9410,421010042014005,Low Access,58838.252746582,1159.08732539106
9411,421010027011005,High Access,34384.405456543,859.780502163754
9412,421010027021017,High Access,30447.8941040039,735.6892953499
9413,421010027021015,High Access,76625.9763183594,1337.14479227806
9414,421010040013004,Moderate Access,9043.27593994141,972.12395556331
9415,421010027023004,High Access,64144.9310913086,1138.63031382762
9416,421010027013009,High Access,61024.1766967773,1170.29517678627
9417,421010042011003,High Access,68628.9825439453,1199.04183782385
9418,421010042011004,High Access,60944.1135253906,1167.09580080081
9419,421010041013012,Low Access,83182.2883911133,1331.59063104252
9420,421010041021006,Low Access,7869.18695068359,418.331494304216
9421,421010041021005,Low Access,62564.6868896484,1148.04282153501
9422,421010041012008,Low Access,88498.0491943359,1325.04409964554
9423,421010041021001,Low Access,72031.1982421875,1238.12839559326
9424,421010042012002,High Access,111133.346496582,1666.04614940793
9425,421010042012006,High Access,96787.3070678711,1543.07145410472
9426,421010041021017,High Access,70564.0622558594,1227.14263671839
9427,421010027021018,High Access,88515.0852050781,1396.95479646563
9428,421010029003010,High Access,13125.4390258789,962.591905799653
9429,421010040024002,Moderate Access,8210.13824462891,953.949650742705
9430,421010040023005,Low Access,84370.4459228516,1285.34997960431
9431,421010042014015,High Access,72402.8173217773,1229.43443326636
9432,421010042024003,High Access,74908.4807739258,1248.54223573215
9433,421010042012013,High Access,89609.6452026367,1428.68019750974
9434,421010040021002,Low Access,70644.5018920898,1230.06428726883
9435,421010040021007,Low Access,40981.0614013672,892.908542131573
9436,421010040021010,Low Access,47505.2165527344,981.854234489508
9437,421010040021011,Low Access,64378.7902832031,1157.70000406902
9438,421010041013008,Moderate Access,72900.9890136719,1238.47678199077
9439,421010041013005,Moderate Access,56212.2595825195,1130.58532860103
9440,421010041024003,Low Access,47662.850402832,944.382207113904
9441,421010041024002,Low Access,38324.2708129883,818.738537794515
9442,421010041024013,Low Access,71099.9305419922,1227.73850078969
9443,421010041024010,Low Access,71496.9948730469,1232.54451752933
9444,421010042023003,High Access,86828.6154174805,1405.70052167137
9445,421010042014012,High Access,66039.2704467773,1175.34737536915
9446,421010042011010,High Access,54605.6840820313,1134.30607397071
9447,421010042021005,High Access,61472.3477783203,1165.02150878248
9448,421010030011001,Low Access,55948.0968017578,1147.07527118408
9449,421010029003011,High Access,77088.3108520508,1241.10360057477
9450,421010029003012,High Access,42096.3367919922,1088.8283677195
9451,421010029001021,Low Access,84465.3566894531,1247.89145107348
9452,421010030012004,Low Access,84539.0707397461,1273.65870932079
9453,421010029001014,High Access,40593.5660400391,855.630352648121
9454,421010029003013,High Access,72505.2090454102,1228.50283424037
9455,421010023002017,High Access,61610.5556640625,1193.34407435888
9456,421010029003016,High Access,363690.99798584,2513.37598654746
9457,421010029003017,High Access,45504.9780273438,989.175587658739
9458,421010029003001,High Access,58854.5365600586,1134.50238252285
9459,421010029003000,High Access,88363.4596557617,1507.79393808998
9460,421010028024000,High Access,48021.8991699219,1074.45122604135
9461,421010028024001,High Access,48465.9375,957.672877157739
9462,421010027021012,High Access,14018.3380737305,501.816794421286
9463,421010030021001,High Access,99529.1441040039,1343.01408623328
9464,421010023002020,High Access,28531.2446899414,811.931645419652
9465,421010023002000,High Access,49619.0260620117,993.132868924543
9466,421010028013001,High Access,54823.9712524414,1128.76227862591
9467,421010024002004,High Access,71121.5905151367,1202.75139782331
9468,421010028013008,High Access,81457.9689941406,1276.4767581215
9469,421010028011006,High Access,37549.60546875,839.388324815604
9470,421010028012001,High Access,65348.133972168,1180.68562840049
9471,421010028011011,Low Access,67520.0041503906,1191.95583260002
9472,421010028021006,High Access,63882.962890625,1183.49281299044
9473,421010042024004,High Access,62251.3338623047,1194.25922582006
